video,prompt,input_image,icon_image
maze4_0136.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0136_00.png,maze4_0136_icon.png
maze4_0137.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0137_00.png,maze4_0137_icon.png
maze4_0138.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0138_00.png,maze4_0138_icon.png
maze4_0139.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0139_00.png,maze4_0139_icon.png
maze4_0140.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0140_00.png,maze4_0140_icon.png
maze4_0141.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0141_00.png,maze4_0141_icon.png
maze4_0142.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0142_00.png,maze4_0142_icon.png
maze4_0143.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0143_00.png,maze4_0143_icon.png
maze4_0144.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0144_00.png,maze4_0144_icon.png
maze4_0145.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0145_00.png,maze4_0145_icon.png
maze4_0146.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0146_00.png,maze4_0146_icon.png
maze4_0147.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0147_00.png,maze4_0147_icon.png
maze4_0148.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0148_00.png,maze4_0148_icon.png
maze4_0149.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0149_00.png,maze4_0149_icon.png
maze4_0150.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0150_00.png,maze4_0150_icon.png
maze4_0151.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0151_00.png,maze4_0151_icon.png
maze4_0152.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0152_00.png,maze4_0152_icon.png
maze4_0153.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0153_00.png,maze4_0153_icon.png
maze4_0154.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0154_00.png,maze4_0154_icon.png
maze4_0155.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0155_00.png,maze4_0155_icon.png
maze4_0156.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0156_00.png,maze4_0156_icon.png
maze4_0157.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0157_00.png,maze4_0157_icon.png
maze4_0158.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0158_00.png,maze4_0158_icon.png
maze4_0159.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0159_00.png,maze4_0159_icon.png
maze4_0160.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0160_00.png,maze4_0160_icon.png
maze4_0161.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0161_00.png,maze4_0161_icon.png
maze4_0162.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0162_00.png,maze4_0162_icon.png
maze4_0163.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0163_00.png,maze4_0163_icon.png
maze4_0164.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0164_00.png,maze4_0164_icon.png
maze4_0165.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0165_00.png,maze4_0165_icon.png
maze4_0166.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0166_00.png,maze4_0166_icon.png
maze4_0167.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0167_00.png,maze4_0167_icon.png
maze4_0168.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0168_00.png,maze4_0168_icon.png
maze4_0169.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0169_00.png,maze4_0169_icon.png
maze4_0170.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0170_00.png,maze4_0170_icon.png
maze4_0171.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0171_00.png,maze4_0171_icon.png
maze4_0172.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0172_00.png,maze4_0172_icon.png
maze4_0173.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0173_00.png,maze4_0173_icon.png
maze4_0174.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0174_00.png,maze4_0174_icon.png
maze4_0175.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0175_00.png,maze4_0175_icon.png
maze4_0176.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0176_00.png,maze4_0176_icon.png
maze4_0177.mp4,"Create a 2D animation based on the provided image of a maze.    The agent slides smoothly along the white path, stopping perfectly on the red flag and then acquiring a trophy.    The agent never slides or crosses into the black segments of the maze.    The camera is a static, top-down view showing the entire maze.    Maze:    * The maze paths are white, the walls are black.    * The agent starts from origin, represented by a green circle.    * The agent slides smoothly along the white path.    * The agent never slides or crosses into the black segments of the maze.    * The agent stops perfectly on the red flag, acquiring a trophy thereafter.    Scene:    * No change in scene composition.    * No change in the layout of the maze.    * The agent travels along the path without speeding up or slowing down.    Camera:    * Static camera.    * No zoom.    * No pan.    * No glitches, noise, or artifacts.",maze4_0177_00.png,maze4_0177_icon.png
